https://lccn.loc.gov/n81028048	United States. Central Intelligence Group	United States
https://lccn.loc.gov/no96040440	United States. Community Open Source Program Office	United States
https://lccn.loc.gov/n2002119204	United States. DCI Counterterrorist Center	United States
https://lccn.loc.gov/no00033154	United States. Deputy Director of Central Intelligence for Community Management	United States
https://lccn.loc.gov/no2002085465	United States. Director of Central Intelligence Environmental Center	United States
https://lccn.loc.gov/n80165382	United States. Foreign Broadcast Information Service	United States
https://lccn.loc.gov/n95077674	United States. Joint Task Force on Intelligence and Law Enforcement	United States
https://lccn.loc.gov/n81035167	United States. National Intelligence Authority	United States
https://lccn.loc.gov/no2010164081	United States. Office of Geographic and Cartographic Research	United States
https://lccn.loc.gov/n2002026487	United States. War Department. Strategic Services Unit	United States. War Department
https://lccn.loc.gov/no2011179120	Weapons Intelligence, Nonproliferation, and Arms Control Center (U.S.)	
